MODEL	EPOCH	TIMESTAMP	BAD_EPOCHS	LEARNING_RATE	TRAIN_LOSS	DEV_LOSS	DEV_PRECISION	DEV_RECALL	DEV_F1
glove-char-ner	22	23:15:52	2	0.0250	0.38231976104505133	0.9686217308044434	0.9316	0.9237	0.9277
glove-char-ner	23	23:15:59	3	0.0250	0.36377030927123444	1.0027867555618286	0.9224	0.9068	0.9145
glove-char-ner	24	23:16:06	4	0.0250	0.3324649582306544	1.0003843307495117	0.9153	0.9153	0.9153
glove-char-ner	25	23:16:13	1	0.0125	0.36320545050230896	1.018568754196167	0.9145	0.9068	0.9106
glove-char-ner	26	23:16:20	2	0.0125	0.36606110722729657	0.98362135887146	0.9237	0.9237	0.9237
glove-char-ner	27	23:16:27	3	0.0125	0.35242680844032404	0.9958075881004333	0.9316	0.9237	0.9277
glove-char-ner	28	23:16:34	4	0.0125	0.34119970735275384	0.9960008859634399	0.9316	0.9237	0.9277
glove-char-ner	29	23:16:41	1	0.0063	0.3142939945965102	0.9963118433952332	0.9237	0.9237	0.9237
glove-char-ner	30	23:16:48	2	0.0063	0.3251054002480073	1.0066238641738892	0.9316	0.9237	0.9277
glove-char-ner	31	23:16:54	3	0.0063	0.3081267661217487	1.0123662948608398	0.9316	0.9237	0.9277
glove-char-ner	32	23:17:02	4	0.0063	0.36165068411465845	0.9892430901527405	0.9316	0.9237	0.9277
glove-char-ner	33	23:17:08	1	0.0031	0.2971870041254795	1.002271056175232	0.9316	0.9237	0.9277
glove-char-ner	34	23:17:15	2	0.0031	0.32007713796514453	1.014786958694458	0.9310	0.9153	0.9231
glove-char-ner	35	23:17:22	3	0.0031	0.28356821383490705	1.0071295499801636	0.9316	0.9237	0.9277
glove-char-ner	36	23:17:29	4	0.0031	0.3308431822242159	1.016649603843689	0.9310	0.9153	0.9231
glove-char-ner	37	23:17:36	1	0.0016	0.2941914385918415	1.0168943405151367	0.9310	0.9153	0.9231
glove-char-ner	38	23:17:44	2	0.0016	0.33026383275335486	1.0174314975738525	0.9310	0.9153	0.9231
glove-char-ner	39	23:17:51	3	0.0016	0.2823477437098821	1.0110068321228027	0.9316	0.9237	0.9277
glove-char-ner	40	23:17:57	4	0.0016	0.30480588340398035	1.0119317770004272	0.9316	0.9237	0.9277
glove-char-ner	41	23:18:04	1	0.0008	0.29718050902540033	1.0118074417114258	0.9316	0.9237	0.9277
glove-char-ner	42	23:18:11	2	0.0008	0.3531722336104422	1.011229157447815	0.9316	0.9237	0.9277
glove-char-ner	43	23:18:18	3	0.0008	0.32482552167141077	1.0121800899505615	0.9231	0.9153	0.9191
glove-char-ner	44	23:18:25	4	0.0008	0.29417082622195734	1.012683629989624	0.9231	0.9153	0.9191
glove-char-ner	45	23:18:32	1	0.0004	0.2899551240332199	1.0133534669876099	0.9231	0.9153	0.9191
glove-char-ner	46	23:18:39	2	0.0004	0.296714598030755	1.0145630836486816	0.9231	0.9153	0.9191
glove-char-ner	47	23:18:46	3	0.0004	0.3011603414109259	1.015868067741394	0.9231	0.9153	0.9191
glove-char-ner	48	23:18:52	4	0.0004	0.3222150066585252	1.0160318613052368	0.9231	0.9153	0.9191
glove-char-ner	49	23:18:59	1	0.0002	0.35237533666870813	1.0159803628921509	0.9310	0.9153	0.9231
glove-char-ner	50	23:19:06	2	0.0002	0.33042426226717053	1.0153594017028809	0.9231	0.9153	0.9191
glove-char-ner	51	23:19:13	3	0.0002	0.2945443220210798	1.015278697013855	0.9231	0.9153	0.9191
glove-char-ner	52	23:19:20	4	0.0002	0.34477293626828626	1.0153138637542725	0.9231	0.9153	0.9191
roberta-ner	1	23:14:15	0	0.1000	11.688004851341248	6.175521373748779	0.0000	0.0000	0.0000
roberta-ner	2	23:14:24	0	0.1000	6.354848493229259	4.823631286621094	0.5118	0.5417	0.5263
roberta-ner	3	23:14:34	0	0.1000	4.434675509279424	4.523595809936523	0.9783	0.3750	0.5422
roberta-ner	4	23:14:44	0	0.1000	4.14856032891707	2.455299139022827	0.5903	0.7083	0.6439
roberta-ner	5	23:14:53	0	0.1000	3.4072067286029006	2.0760490894317627	0.6479	0.7667	0.7023
roberta-ner	6	23:15:03	0	0.1000	3.0523804516503303	1.748453974723816	0.7015	0.7833	0.7402
roberta-ner	7	23:15:13	0	0.1000	2.6996645096576577	1.7332391738891602	0.7481	0.8417	0.7922
roberta-ner	8	23:15:22	1	0.1000	2.6707420403307136	1.3153512477874756	0.7805	0.8000	0.7901
roberta-ner	9	23:15:29	2	0.1000	2.431540285999125	1.6661428213119507	0.8036	0.7500	0.7759
roberta-ner	10	23:15:36	3	0.1000	2.1733274459838867	1.6162325143814087	0.7603	0.7667	0.7635
roberta-ner	11	23:15:43	4	0.1000	1.9251792476032719	1.3419294357299805	0.7391	0.8500	0.7907
roberta-ner	12	23:15:50	1	0.0500	1.3412633574370183	1.391182541847229	0.7338	0.8500	0.7876
roberta-ner	13	23:15:57	0	0.0500	1.331092363054102	1.1839808225631714	0.7937	0.8333	0.8130
roberta-ner	14	23:16:07	0	0.0500	1.2249018495733088	1.2231389284133911	0.8168	0.8917	0.8526
roberta-ner	15	23:16:16	1	0.0500	1.1696429198438472	1.4221253395080566	0.7810	0.8917	0.8327
roberta-ner	16	23:16:23	0	0.0500	1.1919598732933854	1.0819554328918457	0.8359	0.8917	0.8629
roberta-ner	17	23:16:33	1	0.0500	1.1167488052989498	1.1362354755401611	0.8154	0.8833	0.8480
roberta-ner	18	23:16:40	0	0.0500	1.1603628098964691	1.1293773651123047	0.8730	0.9167	0.8943
roberta-ner	19	23:16:50	1	0.0500	0.9970631202061971	1.0485860109329224	0.8908	0.8833	0.8870
roberta-ner	20	23:16:57	2	0.0500	1.0079349685798993	1.0249934196472168	0.8651	0.9083	0.8862
roberta-ner	21	23:17:04	3	0.0500	0.9913866845044222	0.9528734683990479	0.9027	0.8500	0.8755
roberta-ner	22	23:17:11	4	0.0500	0.9912103053295251	1.004607915878296	0.8843	0.8917	0.8880
roberta-ner	23	23:17:18	0	0.0250	0.8711385573401595	0.9849822521209717	0.9076	0.9000	0.9038
roberta-ner	24	23:17:27	0	0.0250	0.7512136634552118	0.9640822410583496	0.9083	0.9083	0.9083
roberta-ner	25	23:17:37	0	0.0250	0.7503041128317515	0.9821853637695312	0.9167	0.9167	0.9167
roberta-ner	26	23:17:46	1	0.0250	0.7314450867248304	1.1444430351257324	0.8538	0.9250	0.8880
roberta-ner	27	23:17:53	2	0.0250	0.7174890867688439	1.005502462387085	0.8862	0.9083	0.8971
roberta-ner	28	23:18:00	0	0.0250	0.7406451088009458	1.0214217901229858	0.9106	0.9333	0.9218
roberta-ner	29	23:18:10	0	0.0250	0.6458985796480468	1.0303155183792114	0.9040	0.9417	0.9224
roberta-ner	30	23:18:20	1	0.0250	0.6570284813642502	0.9239380359649658	0.8917	0.8917	0.8917
roberta-ner	31	23:18:27	2	0.0250	0.6998595775979938	1.0458699464797974	0.9174	0.9250	0.9212
roberta-ner	32	23:18:35	0	0.0250	0.6451364304080154	0.966722846031189	0.9180	0.9333	0.9256
roberta-ner	33	23:18:44	1	0.0250	0.6722729467984402	1.3059186935424805	0.8308	0.9000	0.8640
roberta-ner	34	23:18:52	2	0.0250	0.6800944516153047	0.9335673451423645	0.9316	0.9083	0.9198
roberta-ner	35	23:18:59	3	0.0250	0.6569503473513054	1.1043732166290283	0.9024	0.9250	0.9136
roberta-ner	36	23:19:06	4	0.0250	0.6274352263320576	0.9816859364509583	0.9160	0.9083	0.9121
roberta-ner	37	23:19:13	0	0.0125	0.6151225304964817	1.0011212825775146	0.9262	0.9417	0.9339
roberta-ner	38	23:19:22	1	0.0125	0.6077884905266039	1.009122610092163	0.9187	0.9417	0.9300
roberta-ner	39	23:19:30	2	0.0125	0.5743963628104238	1.0582062005996704	0.9106	0.9333	0.9218
roberta-ner	40	23:19:38	3	0.0125	0.576382866411498	1.0580004453659058	0.9187	0.9417	0.9300
roberta-ner	41	23:19:45	4	0.0125	0.5480823367834091	1.0917725563049316	0.9106	0.9333	0.9218
roberta-ner	42	23:19:53	1	0.0063	0.5604186626997861	1.1109479665756226	0.9098	0.9250	0.9174
roberta-ner	43	23:20:00	2	0.0063	0.5261151655153795	1.0942553281784058	0.9106	0.9333	0.9218
roberta-ner	44	23:20:08	3	0.0063	0.5346191588676337	1.0625786781311035	0.9106	0.9333	0.9218
roberta-ner	45	23:20:15	4	0.0063	0.5910491080898227	1.0258290767669678	0.9187	0.9417	0.9300
roberta-ner	46	23:20:22	1	0.0031	0.5326287954142599	1.0706101655960083	0.9113	0.9417	0.9262
roberta-ner	47	23:20:30	0	0.0031	0.494709259632862	1.0659394264221191	0.9194	0.9500	0.9344
roberta-ner	48	23:20:40	1	0.0031	0.49633475054394116	1.0595366954803467	0.9106	0.9333	0.9218
roberta-ner	49	23:20:47	2	0.0031	0.5304701400525642	1.0388290882110596	0.9180	0.9333	0.9256
roberta-ner	50	23:20:55	3	0.0031	0.5387060046195984	1.1011074781417847	0.9032	0.9333	0.9180
roberta-ner	51	23:21:02	4	0.0031	0.5076642935023163	1.0929815769195557	0.9040	0.9417	0.9224
roberta-ner	52	23:21:09	1	0.0016	0.4469850180727063	1.064588189125061	0.9106	0.9333	0.9218
roberta-ner	53	23:21:17	2	0.0016	0.49281294553568866	1.0563108921051025	0.9180	0.9333	0.9256
roberta-ner	54	23:21:24	3	0.0016	0.47887294355667	1.0766522884368896	0.9106	0.9333	0.9218
roberta-ner	55	23:21:31	4	0.0016	0.48498952569383563	1.0830841064453125	0.9106	0.9333	0.9218
roberta-ner	56	23:21:38	1	0.0008	0.4514850599296165	1.0811843872070312	0.9106	0.9333	0.9218
roberta-ner	57	23:21:45	2	0.0008	0.4970275181712526	1.0840080976486206	0.9194	0.9500	0.9344
roberta-ner	58	23:21:53	3	0.0008	0.5036254227161407	1.0745673179626465	0.9187	0.9417	0.9300
roberta-ner	59	23:22:00	4	0.0008	0.46975372776840674	1.0766502618789673	0.9113	0.9417	0.9262
roberta-ner	60	23:22:07	1	0.0004	0.4967081871899692	1.0771872997283936	0.9113	0.9417	0.9262
roberta-ner	61	23:22:13	2	0.0004	0.506476824482282	1.0754075050354004	0.9113	0.9417	0.9262
roberta-ner	62	23:22:20	3	0.0004	0.44201768212246173	1.0772066116333008	0.9194	0.9500	0.9344
roberta-ner	63	23:22:27	4	0.0004	0.48847368133790564	1.0776143074035645	0.9106	0.9333	0.9218
roberta-ner	64	23:22:34	1	0.0002	0.5137696392608412	1.0750854015350342	0.9106	0.9333	0.9218
roberta-ner	65	23:22:41	2	0.0002	0.5127034322781996	1.0793356895446777	0.9194	0.9500	0.9344
roberta-ner	66	23:22:48	3	0.0002	0.5035445473410867	1.0809508562088013	0.9113	0.9417	0.9262
roberta-ner	67	23:22:54	4	0.0002	0.47862046324845514	1.078770637512207	0.9106	0.9333	0.9218

xlnet-ner	1	23:23:51	0	0.1000	9.203180264342915	3.5166168212890625	0.7011	0.5083	0.5894
xlnet-ner	2	23:24:01	0	0.1000	3.5654175317648686	2.2259130477905273	0.8352	0.6333	0.7204
xlnet-ner	3	23:24:11	0	0.1000	2.6796645269249426	1.585504174232483	0.8417	0.8417	0.8417
xlnet-ner	4	23:24:20	1	0.1000	2.3337851771802613	1.6724803447723389	0.7239	0.8083	0.7638
xlnet-ner	5	23:24:27	0	0.1000	1.8710125847296282	1.4308052062988281	0.8609	0.8250	0.8426
xlnet-ner	6	23:24:37	1	0.1000	1.7627451672698513	1.6815540790557861	0.8220	0.8083	0.8151
xlnet-ner	7	23:24:44	0	0.1000	1.5415466644547202	1.1530817747116089	0.8320	0.8667	0.8490
xlnet-ner	8	23:24:53	1	0.1000	1.3255315359794733	1.617513656616211	0.7464	0.8583	0.7984
xlnet-ner	9	23:25:00	0	0.1000	1.3884863871516604	1.110845923423767	0.8268	0.8750	0.8502
xlnet-ner	10	23:25:09	0	0.1000	1.2288210283626209	1.1445591449737549	0.8583	0.8583	0.8583
xlnet-ner	11	23:25:19	0	0.1000	1.1484896504517756	1.0882689952850342	0.8770	0.8917	0.8843
xlnet-ner	12	23:25:29	0	0.1000	1.0975013456561349	1.0851024389266968	0.8710	0.9000	0.8852
xlnet-ner	13	23:25:38	0	0.1000	0.984301847038847	1.3028762340545654	0.9008	0.9083	0.9046
xlnet-ner	14	23:25:48	1	0.1000	0.8940408636223186	1.2355355024337769	0.8629	0.8917	0.8770
xlnet-ner	15	23:25:55	2	0.1000	0.7711652837919466	1.2034921646118164	0.8780	0.9000	0.8889
xlnet-ner	16	23:26:02	0	0.1000	0.9364336602615587	1.0689761638641357	0.9244	0.9167	0.9205
xlnet-ner	17	23:26:12	1	0.1000	0.8015715181827545	1.1514476537704468	0.9167	0.9167	0.9167
xlnet-ner	18	23:26:19	2	0.1000	0.7245958582921461	1.1449463367462158	0.9244	0.9167	0.9205
xlnet-ner	19	23:26:25	3	0.1000	0.6493458025383226	1.2708299160003662	0.9000	0.9000	0.9000
xlnet-ner	20	23:26:32	4	0.1000	0.5604015349438696	1.2452411651611328	0.8871	0.9167	0.9016
xlnet-ner	21	23:26:39	1	0.0500	0.5258211502523134	1.159090280532837	0.9091	0.9167	0.9129
xlnet-ner	22	23:26:46	2	0.0500	0.3898845220153982	1.1834536790847778	0.9024	0.9250	0.9136
xlnet-ner	23	23:26:53	3	0.0500	0.3963298359603593	1.2621111869812012	0.9160	0.9083	0.9121
xlnet-ner	24	23:27:00	4	0.0500	0.4094112813472748	1.206068754196167	0.9008	0.9083	0.9046
xlnet-ner	25	23:27:07	1	0.0250	0.3395556306297129	1.185595154762268	0.8952	0.9250	0.9098
xlnet-ner	26	23:27:14	2	0.0250	0.34544729283361725	1.1646006107330322	0.8934	0.9083	0.9008
xlnet-ner	27	23:27:21	3	0.0250	0.28688898998679535	1.2440824508666992	0.8952	0.9250	0.9098
xlnet-ner	28	23:27:28	4	0.0250	0.3232483240691098	1.2183291912078857	0.8952	0.9250	0.9098
xlnet-ner	29	23:27:35	1	0.0125	0.27620698421290424	1.2215752601623535	0.9024	0.9250	0.9136
xlnet-ner	30	23:27:42	2	0.0125	0.34637183131593646	1.163884162902832	0.8880	0.9250	0.9061
xlnet-ner	31	23:27:49	3	0.0125	0.3200747894518303	1.1881592273712158	0.8952	0.9250	0.9098
xlnet-ner	32	23:27:56	4	0.0125	0.2654255377975377	1.1674103736877441	0.9098	0.9250	0.9174
xlnet-ner	33	23:28:03	1	0.0063	0.3087772356741356	1.180952787399292	0.9024	0.9250	0.9136
xlnet-ner	34	23:28:10	2	0.0063	0.2950636676766656	1.2056478261947632	0.9024	0.9250	0.9136
xlnet-ner	35	23:28:17	3	0.0063	0.31451493908058514	1.2128880023956299	0.9024	0.9250	0.9136
xlnet-ner	36	23:28:24	4	0.0063	0.3157372032151078	1.198690414428711	0.9098	0.9250	0.9174
xlnet-ner	37	23:28:30	1	0.0031	0.3280979665842923	1.1931231021881104	0.9024	0.9250	0.9136
xlnet-ner	38	23:28:38	2	0.0031	0.2589639231111064	1.200485110282898	0.9024	0.9250	0.9136
xlnet-ner	39	23:28:44	3	0.0031	0.2755126655101776	1.1910425424575806	0.8952	0.9250	0.9098
xlnet-ner	40	23:28:51	4	0.0031	0.30139326507394965	1.1845593452453613	0.8952	0.9250	0.9098
xlnet-ner	41	23:28:58	1	0.0016	0.2629150779861392	1.18812096118927	0.8952	0.9250	0.9098
xlnet-ner	42	23:29:05	2	0.0016	0.26499787469704944	1.1928660869598389	0.8952	0.9250	0.9098
xlnet-ner	43	23:29:12	3	0.0016	0.29826150202389917	1.1928277015686035	0.8952	0.9250	0.9098
xlnet-ner	44	23:29:19	4	0.0016	0.2490956907471021	1.2030706405639648	0.9024	0.9250	0.9136
xlnet-ner	45	23:29:26	1	0.0008	0.2893266054716977	1.2041516304016113	0.8952	0.9250	0.9098
xlnet-ner	46	23:29:33	2	0.0008	0.2762381145448396	1.2014626264572144	0.9024	0.9250	0.9136
xlnet-ner	47	23:29:40	3	0.0008	0.25814667931108765	1.205794095993042	0.9024	0.9250	0.9136
xlnet-ner	48	23:29:47	4	0.0008	0.2789161442355676	1.2049325704574585	0.9024	0.9250	0.9136
xlnet-ner	49	23:29:54	1	0.0004	0.3016640796805873	1.2030556201934814	0.9024	0.9250	0.9136
xlnet-ner	50	23:30:02	2	0.0004	0.2829073060191039	1.2016247510910034	0.8952	0.9250	0.9098
xlnet-ner	51	23:30:08	3	0.0004	0.30357937876022223	1.2013049125671387	0.8952	0.9250	0.9098
xlnet-ner	52	23:30:15	4	0.0004	0.3324860738533916	1.201812982559204	0.8952	0.9250	0.9098
xlnet-ner	53	23:30:22	1	0.0002	0.2705527286637913	1.2018263339996338	0.8952	0.9250	0.9098
xlnet-ner	54	23:30:29	2	0.0002	0.28924435331965936	1.2020289897918701	0.8952	0.9250	0.9098
xlnet-ner	55	23:30:36	3	0.0002	0.26409501988779416	1.2019691467285156	0.8952	0.9250	0.9098
xlnet-ner	56	23:30:43	4	0.0002	0.28816103235338675	1.2012667655944824	0.8952	0.9250	0.9098
