timestamp, name, pci.bus_id, driver_version, pstate, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2021/04/13 13:29:24.057, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 37, 0 %, 0 %, 48576 MiB, 48054 MiB, 522 MiB
2021/04/13 13:34:24.059, Quadro RTX 8000, 00000000:15:00.0, 460.39, P8, 32, 0 %, 0 %, 48601 MiB, 48427 MiB, 174 MiB
2021/04/13 13:34:24.059, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 37, 0 %, 0 %, 48576 MiB, 48054 MiB, 522 MiB
2021/04/13 13:39:24.061, Quadro RTX 8000, 00000000:15:00.0, 460.39, P8, 32, 0 %, 0 %, 48601 MiB, 48427 MiB, 174 MiB
2021/04/13 13:39:24.061, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 37, 0 %, 0 %, 48576 MiB, 48054 MiB, 522 MiB
2021/04/13 13:44:24.062, Quadro RTX 8000, 00000000:15:00.0, 460.39, P8, 32, 0 %, 0 %, 48601 MiB, 48427 MiB, 174 MiB
2021/04/13 13:44:24.063, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 37, 0 %, 0 %, 48576 MiB, 48054 MiB, 522 MiB
2021/04/13 13:49:24.064, Quadro RTX 8000, 00000000:15:00.0, 460.39, P8, 32, 0 %, 0 %, 48601 MiB, 48427 MiB, 174 MiB
2021/04/13 13:49:24.065, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 37, 0 %, 0 %, 48576 MiB, 48054 MiB, 522 MiB
2021/04/13 13:54:24.065, Quadro RTX 8000, 00000000:15:00.0, 460.39, P8, 32, 0 %, 0 %, 48601 MiB, 48427 MiB, 174 MiB
2021/04/13 13:54:24.066, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 37, 0 %, 0 %, 48576 MiB, 48054 MiB, 522 MiB
2021/04/13 13:59:24.067, Quadro RTX 8000, 00000000:15:00.0, 460.39, P8, 33, 0 %, 0 %, 48601 MiB, 48427 MiB, 174 MiB
2021/04/13 13:59:24.068, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 37, 0 %, 0 %, 48576 MiB, 48054 MiB, 522 MiB
2021/04/13 14:04:24.069, Quadro RTX 8000, 00000000:15:00.0, 460.39, P8, 33, 0 %, 0 %, 48601 MiB, 48427 MiB, 174 MiB
2021/04/13 14:04:24.070, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 37, 0 %, 0 %, 48576 MiB, 48054 MiB, 522 MiB
2021/04/13 14:09:24.071, Quadro RTX 8000, 00000000:15:00.0, 460.39, P8, 33, 0 %, 0 %, 48601 MiB, 48427 MiB, 174 MiB
2021/04/13 14:09:24.072, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 37, 0 %, 0 %, 48576 MiB, 48054 MiB, 522 MiB
2021/04/13 14:14:24.073, Quadro RTX 8000, 00000000:15:00.0, 460.39, P8, 33, 0 %, 0 %, 48601 MiB, 48427 MiB, 174 MiB
2021/04/13 14:14:24.074, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 37, 0 %, 0 %, 48576 MiB, 48054 MiB, 522 MiB
2021/04/13 14:19:24.075, Quadro RTX 8000, 00000000:15:00.0, 460.39, P8, 32, 0 %, 0 %, 48601 MiB, 48427 MiB, 174 MiB
2021/04/13 14:19:24.076, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 37, 0 %, 0 %, 48576 MiB, 48054 MiB, 522 MiB
2021/04/13 14:24:24.076, Quadro RTX 8000, 00000000:15:00.0, 460.39, P8, 33, 0 %, 0 %, 48601 MiB, 48427 MiB, 174 MiB
2021/04/13 14:24:24.077, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 37, 0 %, 0 %, 48576 MiB, 48053 MiB, 523 MiB
2021/04/13 14:29:24.078, Quadro RTX 8000, 00000000:15:00.0, 460.39, P8, 33, 0 %, 0 %, 48601 MiB, 48427 MiB, 174 MiB
2021/04/13 14:29:24.078, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 37, 0 %, 0 %, 48576 MiB, 48053 MiB, 523 MiB
2021/04/13 14:34:24.079, Quadro RTX 8000, 00000000:15:00.0, 460.39, P8, 32, 0 %, 0 %, 48601 MiB, 48427 MiB, 174 MiB
2021/04/13 14:34:24.080, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 37, 0 %, 0 %, 48576 MiB, 48054 MiB, 522 MiB
2021/04/13 14:39:24.081, Quadro RTX 8000, 00000000:15:00.0, 460.39, P8, 33, 0 %, 0 %, 48601 MiB, 48427 MiB, 174 MiB
2021/04/13 14:39:24.081, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 37, 0 %, 0 %, 48576 MiB, 48054 MiB, 522 MiB
2021/04/13 14:44:24.083, Quadro RTX 8000, 00000000:15:00.0, 460.39, P8, 33, 0 %, 0 %, 48601 MiB, 48427 MiB, 174 MiB
2021/04/13 14:44:24.083, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 37, 0 %, 0 %, 48576 MiB, 48054 MiB, 522 MiB
2021/04/13 14:49:24.084, Quadro RTX 8000, 00000000:15:00.0, 460.39, P8, 33, 0 %, 0 %, 48601 MiB, 48427 MiB, 174 MiB
2021/04/13 14:49:24.085, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 37, 0 %, 0 %, 48576 MiB, 48054 MiB, 522 MiB
2021/04/13 14:54:24.086, Quadro RTX 8000, 00000000:15:00.0, 460.39, P8, 33, 0 %, 0 %, 48601 MiB, 48427 MiB, 174 MiB
2021/04/13 14:54:24.086, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 37, 0 %, 0 %, 48576 MiB, 48054 MiB, 522 MiB
2021/04/13 14:59:24.087, Quadro RTX 8000, 00000000:15:00.0, 460.39, P8, 33, 0 %, 0 %, 48601 MiB, 48427 MiB, 174 MiB
2021/04/13 14:59:24.088, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 37, 0 %, 0 %, 48576 MiB, 48054 MiB, 522 MiB
2021/04/13 15:04:24.089, Quadro RTX 8000, 00000000:15:00.0, 460.39, P8, 33, 0 %, 0 %, 48601 MiB, 48427 MiB, 174 MiB
2021/04/13 15:04:24.090, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 38, 0 %, 0 %, 48576 MiB, 48054 MiB, 522 MiB
2021/04/13 15:09:24.091, Quadro RTX 8000, 00000000:15:00.0, 460.39, P8, 33, 0 %, 0 %, 48601 MiB, 48427 MiB, 174 MiB
2021/04/13 15:09:24.091, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 38, 0 %, 0 %, 48576 MiB, 48054 MiB, 522 MiB
2021/04/13 15:14:24.093, Quadro RTX 8000, 00000000:15:00.0, 460.39, P8, 33, 0 %, 0 %, 48601 MiB, 48427 MiB, 174 MiB
2021/04/13 15:14:24.093, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 37, 0 %, 0 %, 48576 MiB, 48054 MiB, 522 MiB
2021/04/13 15:19:24.095, Quadro RTX 8000, 00000000:15:00.0, 460.39, P8, 33, 0 %, 0 %, 48601 MiB, 48427 MiB, 174 MiB
2021/04/13 15:19:24.095, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 37, 0 %, 0 %, 48576 MiB, 48054 MiB, 522 MiB
2021/04/13 15:24:24.096, Quadro RTX 8000, 00000000:15:00.0, 460.39, P8, 33, 0 %, 0 %, 48601 MiB, 48427 MiB, 174 MiB
2021/04/13 15:24:24.097, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 37, 0 %, 0 %, 48576 MiB, 48054 MiB, 522 MiB
2021/04/13 15:29:24.099, Quadro RTX 8000, 00000000:15:00.0, 460.39, P8, 33, 0 %, 0 %, 48601 MiB, 48427 MiB, 174 MiB
2021/04/13 15:29:24.099, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 37, 0 %, 0 %, 48576 MiB, 48054 MiB, 522 MiB
2021/04/13 15:34:24.101, Quadro RTX 8000, 00000000:15:00.0, 460.39, P8, 33, 0 %, 0 %, 48601 MiB, 48427 MiB, 174 MiB
2021/04/13 15:34:24.101, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 37, 0 %, 0 %, 48576 MiB, 48054 MiB, 522 MiB
2021/04/13 15:39:24.103, Quadro RTX 8000, 00000000:15:00.0, 460.39, P8, 33, 0 %, 0 %, 48601 MiB, 48427 MiB, 174 MiB
2021/04/13 15:39:24.103, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 37, 0 %, 0 %, 48576 MiB, 48054 MiB, 522 MiB
2021/04/13 15:44:24.105, Quadro RTX 8000, 00000000:15:00.0, 460.39, P8, 33, 0 %, 0 %, 48601 MiB, 48427 MiB, 174 MiB
2021/04/13 15:44:24.106, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 38, 0 %, 0 %, 48576 MiB, 48054 MiB, 522 MiB
2021/04/13 15:49:24.107, Quadro RTX 8000, 00000000:15:00.0, 460.39, P8, 33, 0 %, 0 %, 48601 MiB, 48427 MiB, 174 MiB
2021/04/13 15:49:24.108, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 38, 0 %, 0 %, 48576 MiB, 48054 MiB, 522 MiB
2021/04/13 15:54:24.109, Quadro RTX 8000, 00000000:15:00.0, 460.39, P8, 33, 0 %, 0 %, 48601 MiB, 48427 MiB, 174 MiB
2021/04/13 15:54:24.110, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 38, 0 %, 0 %, 48576 MiB, 48054 MiB, 522 MiB
2021/04/13 15:59:24.111, Quadro RTX 8000, 00000000:15:00.0, 460.39, P8, 33, 0 %, 0 %, 48601 MiB, 48427 MiB, 174 MiB
2021/04/13 15:59:24.112, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 37, 0 %, 0 %, 48576 MiB, 48054 MiB, 522 MiB
2021/04/13 16:04:24.113, Quadro RTX 8000, 00000000:15:00.0, 460.39, P8, 33, 0 %, 0 %, 48601 MiB, 48427 MiB, 174 MiB
2021/04/13 16:04:24.114, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 38, 0 %, 0 %, 48576 MiB, 48054 MiB, 522 MiB
2021/04/13 16:09:24.115, Quadro RTX 8000, 00000000:15:00.0, 460.39, P8, 33, 0 %, 0 %, 48601 MiB, 48427 MiB, 174 MiB
2021/04/13 16:09:24.115, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 37, 0 %, 0 %, 48576 MiB, 48054 MiB, 522 MiB
2021/04/13 16:14:24.117, Quadro RTX 8000, 00000000:15:00.0, 460.39, P8, 33, 0 %, 0 %, 48601 MiB, 48427 MiB, 174 MiB
2021/04/13 16:14:24.118, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 38, 0 %, 0 %, 48576 MiB, 48054 MiB, 522 MiB
2021/04/13 16:19:24.119, Quadro RTX 8000, 00000000:15:00.0, 460.39, P8, 33, 0 %, 0 %, 48601 MiB, 48427 MiB, 174 MiB
2021/04/13 16:19:24.120, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 37, 0 %, 0 %, 48576 MiB, 48054 MiB, 522 MiB
2021/04/13 16:24:24.121, Quadro RTX 8000, 00000000:15:00.0, 460.39, P8, 33, 0 %, 0 %, 48601 MiB, 48427 MiB, 174 MiB
2021/04/13 16:24:24.122, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 38, 0 %, 0 %, 48576 MiB, 48054 MiB, 522 MiB
2021/04/13 16:29:24.123, Quadro RTX 8000, 00000000:15:00.0, 460.39, P8, 33, 0 %, 0 %, 48601 MiB, 48427 MiB, 174 MiB
2021/04/13 16:29:24.124, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 37, 0 %, 0 %, 48576 MiB, 48054 MiB, 522 MiB
2021/04/13 16:34:24.126, Quadro RTX 8000, 00000000:15:00.0, 460.39, P8, 33, 0 %, 0 %, 48601 MiB, 48427 MiB, 174 MiB
2021/04/13 16:34:24.126, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 38, 0 %, 0 %, 48576 MiB, 48054 MiB, 522 MiB
2021/04/13 16:39:24.127, Quadro RTX 8000, 00000000:15:00.0, 460.39, P8, 33, 0 %, 0 %, 48601 MiB, 48427 MiB, 174 MiB
2021/04/13 16:39:24.128, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 38, 0 %, 0 %, 48576 MiB, 48054 MiB, 522 MiB
2021/04/13 16:44:24.129, Quadro RTX 8000, 00000000:15:00.0, 460.39, P8, 33, 0 %, 0 %, 48601 MiB, 48427 MiB, 174 MiB
2021/04/13 16:44:24.130, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 38, 0 %, 0 %, 48576 MiB, 48054 MiB, 522 MiB
2021/04/13 16:49:24.132, Quadro RTX 8000, 00000000:15:00.0, 460.39, P8, 33, 0 %, 0 %, 48601 MiB, 48427 MiB, 174 MiB
2021/04/13 16:49:24.133, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 38, 0 %, 0 %, 48576 MiB, 48054 MiB, 522 MiB
2021/04/13 16:54:24.133, Quadro RTX 8000, 00000000:15:00.0, 460.39, P8, 33, 0 %, 0 %, 48601 MiB, 48427 MiB, 174 MiB
2021/04/13 16:54:24.134, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 38, 0 %, 0 %, 48576 MiB, 48054 MiB, 522 MiB
2021/04/13 16:59:24.135, Quadro RTX 8000, 00000000:15:00.0, 460.39, P8, 33, 0 %, 0 %, 48601 MiB, 48427 MiB, 174 MiB
2021/04/13 16:59:24.136, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 37, 0 %, 0 %, 48576 MiB, 48054 MiB, 522 MiB
2021/04/13 17:04:24.137, Quadro RTX 8000, 00000000:15:00.0, 460.39, P8, 33, 0 %, 0 %, 48601 MiB, 48427 MiB, 174 MiB
2021/04/13 17:04:24.138, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 37, 0 %, 0 %, 48576 MiB, 48054 MiB, 522 MiB
2021/04/13 17:09:24.138, Quadro RTX 8000, 00000000:15:00.0, 460.39, P8, 33, 0 %, 0 %, 48601 MiB, 48427 MiB, 174 MiB
2021/04/13 17:09:24.139, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 38, 0 %, 0 %, 48576 MiB, 48054 MiB, 522 MiB
2021/04/13 17:14:24.140, Quadro RTX 8000, 00000000:15:00.0, 460.39, P8, 33, 0 %, 0 %, 48601 MiB, 48427 MiB, 174 MiB
2021/04/13 17:14:24.141, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 38, 0 %, 0 %, 48576 MiB, 48054 MiB, 522 MiB
2021/04/13 17:19:24.142, Quadro RTX 8000, 00000000:15:00.0, 460.39, P8, 33, 0 %, 0 %, 48601 MiB, 48427 MiB, 174 MiB
2021/04/13 17:19:24.142, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 38, 0 %, 0 %, 48576 MiB, 48054 MiB, 522 MiB
2021/04/13 17:24:24.143, Quadro RTX 8000, 00000000:15:00.0, 460.39, P8, 33, 0 %, 0 %, 48601 MiB, 48427 MiB, 174 MiB
2021/04/13 17:24:24.144, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 38, 0 %, 0 %, 48576 MiB, 48054 MiB, 522 MiB
2021/04/13 17:29:24.145, Quadro RTX 8000, 00000000:15:00.0, 460.39, P8, 33, 0 %, 0 %, 48601 MiB, 48427 MiB, 174 MiB
2021/04/13 17:29:24.146, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 38, 0 %, 0 %, 48576 MiB, 48054 MiB, 522 MiB
2021/04/13 17:34:24.147, Quadro RTX 8000, 00000000:15:00.0, 460.39, P8, 33, 0 %, 0 %, 48601 MiB, 48427 MiB, 174 MiB
2021/04/13 17:34:24.148, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 38, 0 %, 0 %, 48576 MiB, 48053 MiB, 523 MiB
2021/04/13 17:39:24.149, Quadro RTX 8000, 00000000:15:00.0, 460.39, P8, 33, 0 %, 0 %, 48601 MiB, 48427 MiB, 174 MiB
2021/04/13 17:39:24.149, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 38, 0 %, 0 %, 48576 MiB, 48053 MiB, 523 MiB
2021/04/13 17:44:24.150, Quadro RTX 8000, 00000000:15:00.0, 460.39, P8, 33, 0 %, 0 %, 48601 MiB, 48427 MiB, 174 MiB
2021/04/13 17:44:24.151, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 38, 0 %, 0 %, 48576 MiB, 48054 MiB, 522 MiB
2021/04/13 17:49:24.152, Quadro RTX 8000, 00000000:15:00.0, 460.39, P8, 33, 0 %, 0 %, 48601 MiB, 48427 MiB, 174 MiB
2021/04/13 17:49:24.153, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 38, 0 %, 0 %, 48576 MiB, 48054 MiB, 522 MiB
2021/04/13 17:54:24.154, Quadro RTX 8000, 00000000:15:00.0, 460.39, P8, 33, 0 %, 0 %, 48601 MiB, 48427 MiB, 174 MiB
2021/04/13 17:54:24.155, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 38, 0 %, 0 %, 48576 MiB, 48054 MiB, 522 MiB
2021/04/13 17:59:24.156, Quadro RTX 8000, 00000000:15:00.0, 460.39, P8, 33, 0 %, 0 %, 48601 MiB, 48427 MiB, 174 MiB
2021/04/13 17:59:24.156, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 38, 0 %, 0 %, 48576 MiB, 48053 MiB, 523 MiB
2021/04/13 18:04:24.157, Quadro RTX 8000, 00000000:15:00.0, 460.39, P8, 33, 0 %, 0 %, 48601 MiB, 48427 MiB, 174 MiB
2021/04/13 18:04:24.158, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 38, 0 %, 0 %, 48576 MiB, 48053 MiB, 523 MiB
2021/04/13 18:09:24.159, Quadro RTX 8000, 00000000:15:00.0, 460.39, P8, 33, 0 %, 0 %, 48601 MiB, 48427 MiB, 174 MiB
2021/04/13 18:09:24.160, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 38, 0 %, 0 %, 48576 MiB, 48053 MiB, 523 MiB
2021/04/13 18:14:24.160, Quadro RTX 8000, 00000000:15:00.0, 460.39, P8, 33, 0 %, 0 %, 48601 MiB, 48427 MiB, 174 MiB
2021/04/13 18:14:24.161, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 38, 0 %, 0 %, 48576 MiB, 48054 MiB, 522 MiB
2021/04/13 18:19:24.162, Quadro RTX 8000, 00000000:15:00.0, 460.39, P8, 33, 0 %, 0 %, 48601 MiB, 48427 MiB, 174 MiB
2021/04/13 18:19:24.163, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 38, 0 %, 0 %, 48576 MiB, 48054 MiB, 522 MiB
2021/04/13 18:24:24.164, Quadro RTX 8000, 00000000:15:00.0, 460.39, P8, 33, 0 %, 0 %, 48601 MiB, 48427 MiB, 174 MiB
2021/04/13 18:24:24.164, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 38, 0 %, 0 %, 48576 MiB, 48054 MiB, 522 MiB
2021/04/13 18:29:24.165, Quadro RTX 8000, 00000000:15:00.0, 460.39, P8, 33, 0 %, 0 %, 48601 MiB, 48427 MiB, 174 MiB
2021/04/13 18:29:24.166, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 38, 0 %, 0 %, 48576 MiB, 48054 MiB, 522 MiB
2021/04/13 18:34:24.167, Quadro RTX 8000, 00000000:15:00.0, 460.39, P8, 33, 0 %, 0 %, 48601 MiB, 48427 MiB, 174 MiB
2021/04/13 18:34:24.168, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 38, 0 %, 0 %, 48576 MiB, 48054 MiB, 522 MiB
2021/04/13 18:39:24.169, Quadro RTX 8000, 00000000:15:00.0, 460.39, P8, 33, 0 %, 0 %, 48601 MiB, 48427 MiB, 174 MiB
2021/04/13 18:39:24.170, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 38, 0 %, 0 %, 48576 MiB, 48054 MiB, 522 MiB
2021/04/13 18:44:24.171, Quadro RTX 8000, 00000000:15:00.0, 460.39, P8, 33, 0 %, 0 %, 48601 MiB, 48427 MiB, 174 MiB
2021/04/13 18:44:24.171, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 38, 0 %, 0 %, 48576 MiB, 48054 MiB, 522 MiB
2021/04/13 18:49:24.173, Quadro RTX 8000, 00000000:15:00.0, 460.39, P8, 33, 0 %, 0 %, 48601 MiB, 48427 MiB, 174 MiB
2021/04/13 18:49:24.173, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 38, 0 %, 0 %, 48576 MiB, 48053 MiB, 523 MiB
2021/04/13 18:54:24.174, Quadro RTX 8000, 00000000:15:00.0, 460.39, P8, 33, 0 %, 0 %, 48601 MiB, 48427 MiB, 174 MiB
2021/04/13 18:54:24.175, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 38, 0 %, 0 %, 48576 MiB, 48053 MiB, 523 MiB
2021/04/13 18:59:24.176, Quadro RTX 8000, 00000000:15:00.0, 460.39, P8, 33, 0 %, 0 %, 48601 MiB, 48427 MiB, 174 MiB
2021/04/13 18:59:24.176, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 38, 0 %, 0 %, 48576 MiB, 48053 MiB, 523 MiB
2021/04/13 19:04:24.177, Quadro RTX 8000, 00000000:15:00.0, 460.39, P8, 33, 0 %, 0 %, 48601 MiB, 48427 MiB, 174 MiB
2021/04/13 19:04:24.178, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 38, 0 %, 0 %, 48576 MiB, 48054 MiB, 522 MiB
2021/04/13 19:09:24.179, Quadro RTX 8000, 00000000:15:00.0, 460.39, P8, 33, 0 %, 0 %, 48601 MiB, 48427 MiB, 174 MiB
2021/04/13 19:09:24.180, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 38, 0 %, 0 %, 48576 MiB, 48054 MiB, 522 MiB
2021/04/13 19:14:24.181, Quadro RTX 8000, 00000000:15:00.0, 460.39, P8, 33, 0 %, 0 %, 48601 MiB, 48427 MiB, 174 MiB
2021/04/13 19:14:24.183, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 38, 0 %, 0 %, 48576 MiB, 48054 MiB, 522 MiB
2021/04/13 19:19:24.184, Quadro RTX 8000, 00000000:15:00.0, 460.39, P8, 33, 0 %, 0 %, 48601 MiB, 48427 MiB, 174 MiB
2021/04/13 19:19:24.185, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 38, 0 %, 0 %, 48576 MiB, 48054 MiB, 522 MiB
2021/04/13 19:24:24.187, Quadro RTX 8000, 00000000:15:00.0, 460.39, P8, 33, 0 %, 0 %, 48601 MiB, 48427 MiB, 174 MiB
2021/04/13 19:24:24.187, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 38, 0 %, 0 %, 48576 MiB, 48054 MiB, 522 MiB
2021/04/13 19:29:24.189, Quadro RTX 8000, 00000000:15:00.0, 460.39, P8, 33, 0 %, 0 %, 48601 MiB, 48427 MiB, 174 MiB
2021/04/13 19:29:24.190, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 38, 0 %, 0 %, 48576 MiB, 48054 MiB, 522 MiB
2021/04/13 19:34:24.191, Quadro RTX 8000, 00000000:15:00.0, 460.39, P8, 33, 0 %, 0 %, 48601 MiB, 48427 MiB, 174 MiB
2021/04/13 19:34:24.191, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 38, 0 %, 0 %, 48576 MiB, 48054 MiB, 522 MiB
2021/04/13 19:39:24.193, Quadro RTX 8000, 00000000:15:00.0, 460.39, P8, 33, 0 %, 0 %, 48601 MiB, 48427 MiB, 174 MiB
2021/04/13 19:39:24.193, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 38, 0 %, 0 %, 48576 MiB, 48054 MiB, 522 MiB
2021/04/13 19:44:24.194, Quadro RTX 8000, 00000000:15:00.0, 460.39, P8, 33, 0 %, 0 %, 48601 MiB, 48427 MiB, 174 MiB
2021/04/13 19:44:24.195, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 38, 0 %, 0 %, 48576 MiB, 48054 MiB, 522 MiB
2021/04/13 19:49:24.196, Quadro RTX 8000, 00000000:15:00.0, 460.39, P8, 33, 0 %, 0 %, 48601 MiB, 48427 MiB, 174 MiB
2021/04/13 19:49:24.197, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 38, 0 %, 0 %, 48576 MiB, 48054 MiB, 522 MiB
2021/04/13 19:54:24.198, Quadro RTX 8000, 00000000:15:00.0, 460.39, P8, 33, 0 %, 0 %, 48601 MiB, 48427 MiB, 174 MiB
2021/04/13 19:54:24.198, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 38, 0 %, 0 %, 48576 MiB, 48054 MiB, 522 MiB
2021/04/13 19:59:24.200, Quadro RTX 8000, 00000000:15:00.0, 460.39, P8, 33, 0 %, 0 %, 48601 MiB, 48427 MiB, 174 MiB
2021/04/13 19:59:24.201, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 38, 0 %, 0 %, 48576 MiB, 48054 MiB, 522 MiB
2021/04/13 20:04:24.202, Quadro RTX 8000, 00000000:15:00.0, 460.39, P8, 33, 0 %, 0 %, 48601 MiB, 48427 MiB, 174 MiB
2021/04/13 20:04:24.202, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 38, 0 %, 0 %, 48576 MiB, 48054 MiB, 522 MiB
2021/04/13 20:09:24.204, Quadro RTX 8000, 00000000:15:00.0, 460.39, P8, 33, 0 %, 0 %, 48601 MiB, 48427 MiB, 174 MiB
2021/04/13 20:09:24.205, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 38, 0 %, 0 %, 48576 MiB, 48054 MiB, 522 MiB
2021/04/13 20:14:24.205, Quadro RTX 8000, 00000000:15:00.0, 460.39, P8, 33, 0 %, 0 %, 48601 MiB, 48427 MiB, 174 MiB
2021/04/13 20:14:24.206, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 38, 0 %, 0 %, 48576 MiB, 48054 MiB, 522 MiB
2021/04/13 20:19:24.207, Quadro RTX 8000, 00000000:15:00.0, 460.39, P8, 33, 0 %, 0 %, 48601 MiB, 48427 MiB, 174 MiB
2021/04/13 20:19:24.208, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 38, 0 %, 0 %, 48576 MiB, 48054 MiB, 522 MiB
2021/04/13 20:24:24.209, Quadro RTX 8000, 00000000:15:00.0, 460.39, P8, 33, 0 %, 0 %, 48601 MiB, 48427 MiB, 174 MiB
2021/04/13 20:24:24.209, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 38, 0 %, 0 %, 48576 MiB, 48054 MiB, 522 MiB
2021/04/13 20:29:24.210, Quadro RTX 8000, 00000000:15:00.0, 460.39, P8, 33, 0 %, 0 %, 48601 MiB, 48427 MiB, 174 MiB
2021/04/13 20:29:24.211, Quadro RTX 8000, 00000000:2D:00.0, 460.39, P8, 38, 0 %, 0 %, 48576 MiB, 48054 MiB, 522 MiB
2021/04/13 20:34:24.212, Quadro RTX 8000, 00000000:15:00.0, 460.39, P8, 33, 0 %, 0 %, 48601 MiB, 48427 MiB, 174 MiB
